,SampleID,TM_BAM,ichorCNA
220,K0312,/mnt/BACKUP_NAS05/ECDTM_repository/align/12-K0312CT22T_M562-M762.deduplicated.bam,0.07261
221,K0313,/mnt/BACKUP_NAS05/ECDTM_repository/align/13-K0313CT22T_M563-M763.deduplicated.bam,0.07274
222,K0357,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0357KR1CT55T_M556-M756.deduplicated.bam,0.045
223,K0384,/mnt/BACKUP_NAS05/ECDTM_repository/align/3-K0384KR1CT59T_M571-M771.deduplicated.bam,0.05212
224,K0393,/mnt/BACKUP_NAS05/ECDTM_repository/align/4-K0393KR1CT59T_M572-M772.deduplicated.bam,0.0568
225,K0405,/mnt/BACKUP_NAS05/ECDTM_repository/align/35-K0405CT35T_M587-M787.deduplicated.bam,0.05243
226,K0407,/mnt/BACKUP_NAS05/ECDTM_repository/align/57-K0407KCT68T_M573-M773.deduplicated.bam,0.06051
227,K0410,/mnt/BACKUP_NAS05/ECDTM_repository/align/5-K0410CT36T_M553-M753.deduplicated.bam,0.03744
228,K0412,/mnt/BACKUP_NAS05/ECDTM_repository/align/7-K0412CT36T_M555-M755.deduplicated.bam,0.04267
229,K0413,/mnt/BACKUP_NAS05/ECDTM_repository/align/59-K0413KCT68T_M575-M775.deduplicated.bam,0.03722
230,K0423,/mnt/BACKUP_NAS05/ECDTM_repository/align/44-K0423CT35T_M556-M756.deduplicated.bam,0.02215
231,K0426,/mnt/BACKUP_NAS05/ECDTM_repository/align/47-K0426CT35T_M559-M759.deduplicated.bam,0.0
232,K0428,/mnt/BACKUP_NAS05/ECDTM_repository/align/9-K0428CT36T_M561-M761.deduplicated.bam,0.0
233,K0431,/mnt/BACKUP_NAS05/ECDTM_repository/align/12-K0431CT36T_M564-M764.deduplicated.bam,0.0
234,K0432,/mnt/BACKUP_NAS05/ECDTM_repository/align/13-K0432CT36T_M565-M765.deduplicated.bam,0.04961
235,K0433,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/2-K0433CT37T_M566-M766.deduplicated.bam,0.05697
236,K0434,/mnt/BACKUP_NAS05/ECDTM_repository/align/14-K0434CT36T_M567-M767.deduplicated.bam,0.03631
237,K0437,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/3-K0437CT37T_M570-M770.deduplicated.bam,0.07063
238,K0438,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/4-K0438CT37T_M571-M771.deduplicated.bam,0.05
239,K0439,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/5-K0439CT37T_M572-M772.deduplicated.bam,0.05586
240,K0441,/mnt/BACKUP_NAS05/ECDTM_repository/align/46-K0441KR1CT55T_M558-M758.deduplicated.bam,0.04888
241,K0443,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/6-K0443CT37T_M560-M760.deduplicated.bam,0.04912
242,K0444,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/7-K0444CT37T_M561-M761.deduplicated.bam,0.08421
243,K0445,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-K0445CT42T_M562-M762.deduplicated.bam,0.03223
244,K0447,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/8-K0447CT37T_M564-M764.deduplicated.bam,0.06949
245,K0449,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/33-K0449CT38T_M566-M766.deduplicated.bam,0.06924
246,K0450,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/9-K0450CT37T_M567-M767.deduplicated.bam,0.05031
247,K0451,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/10-K0451CT37T_M559-M759.deduplicated.bam,0.08539
248,K0452,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/34-K0452CT38T_M560-M760.deduplicated.bam,0.0567
249,K0453,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/35-K0453CT38T_M561-M761.deduplicated.bam,0.1123
250,K0454,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/11-K0454CT37T_M562-M762.deduplicated.bam,0.06843
251,K0455,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/12-K0455CT37T_M563-M763.deduplicated.bam,0.07716
252,K0456,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/36-K0456CT38T_M564-M764.deduplicated.bam,0.05272
253,K0457,/mnt/BACKUP_NAS05/ECDTM_repository/align/13-K0457CT37T_M565-M765.deduplicated.bam,0.0
254,K0459,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/37-K0459CT38T_M567-M767.deduplicated.bam,0.07328
255,K0460,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/14-K0460CT37T_M568-M768.deduplicated.bam,0.08037
256,K0461,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/15-K0461CT37T_M569-M769.deduplicated.bam,0.0
257,K0462,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/38-K0462CT38T_M570-M770.deduplicated.bam,0.05777
258,K0463,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/39-K0463CT38T_M571-M771.deduplicated.bam,0.05116
259,K0464,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/40-K0464CT38T_M572-M772.deduplicated.bam,0.07799
260,K0465,/mnt/BACKUP_NAS05/ECDTM_repository/align/16-K0465CT37T_M573-M773.deduplicated.bam,0.0
261,K0466,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/41-K0466CT38T_M574-M774.deduplicated.bam,0.06252
262,K0467,/mnt/BACKUP_NAS05/ECDTM_repository/align/42-K0467CT38T_M575-M775.deduplicated.bam,0.08052
263,K0469,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/44-K0469CT38T_M577-M777.deduplicated.bam,0.08256
264,K0470,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/45-K0470CT38T_M578-M778.deduplicated.bam,0.05739
265,K0471,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/46-K0471CT38T_M579-M779.deduplicated.bam,0.07018
266,K0472,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/47-K0472CT38T_M580-M780.deduplicated.bam,0.0
267,K0474,/mnt/BACKUP_NAS05/ECDTM_repo/R1896/align/48-K0474CT38T_M582-M782.deduplicated.bam,0.1067
268,K0476,/mnt/BACKUP_NAS05/ECDTM_repository/align/60-K0476KCT68T_M576-M776.deduplicated.bam,0.05682
269,K0478,/mnt/BACKUP_NAS05/ECDTM_repository/align/4-K0478CT40T_M587-M787.deduplicated.bam,0.06528
270,K0480,/mnt/BACKUP_NAS05/ECDTM_repository/align/5-K0480KR1CT59T_M573-M773.deduplicated.bam,0.03848
271,K0483,/mnt/BACKUP_NAS05/ECDTM_repository/align/9-K0483CT40T_M592-M792.deduplicated.bam,0.04909
272,K0498,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-K0498KR1CT59T_M574-M774.deduplicated.bam,0.04795
273,K0516,/mnt/BACKUP_NAS05/ECDTM_repository/align/61-K0516KCT68T_M577-M777.deduplicated.bam,0.0521
274,K0534,/mnt/BACKUP_NAS05/ECDTM_repository/align/4-K0534CT44T_M561-M761.deduplicated.bam,0.0
275,K0568,/mnt/BACKUP_NAS05/ECDTM_repository/align/40-K0568CT45T_M570-M770.deduplicated.bam,0.03382
276,K0571,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-K0571CT48T_M573-M773.deduplicated.bam,0.03714
277,LBH001,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH001.deduplicated.bam,0.03776
278,LBH002,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/48-ZLBH002_M524-M724sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.07412
279,LBH003,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH003.deduplicated.bam,0.03794
280,LBH004,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH004.deduplicated.bam,0.05093
281,LBH005,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH005.deduplicated.bam,0.0
282,LBH006,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH006.deduplicated.bam,0.03147
283,LBH007,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH007.deduplicated.bam,0.4056
284,LBH009,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH009.deduplicated.bam,0.0434
285,LBH010,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH010.deduplicated.bam,0.01717
286,LBH011,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/54-ZLBH011_M508-M708sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.03337
287,LBH012,/mnt/BACKUP_NAS05/ECDTM_repo/Sub75a/align/4-LBH012_M504-M704sub75a_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.02279
288,LBH013,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH013.deduplicated.bam,0.02005
289,LBH019,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH019.deduplicated.bam,0.0
290,LBH024,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH024.deduplicated.bam,0.04856
291,LBH026,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH026.deduplicated.bam,0.02937
292,LBH027,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH027.deduplicated.bam,0.05103
293,LBH028,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH028.deduplicated.bam,0.03627
294,LBH030,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH030.deduplicated.bam,0.02883
295,LBH031,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH031.deduplicated.bam,0.02882
296,LBH032,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH032.deduplicated.bam,0.06175
297,LBH033,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH033.deduplicated.bam,0.2455
298,LBH034,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH034.deduplicated.bam,0.03287
299,LBH035,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH035.deduplicated.bam,0.05141
300,LBH036,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH036.deduplicated.bam,0.04532
301,LBH037,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBH037.deduplicated.bam,0.09827
302,LBH038,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-ZLBH038_M501-M701.deduplicated.bam,0.135
303,LBH039,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZLBH039_M502-M702.deduplicated.bam,0.1658
304,LBH040,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-ZLBH040_M513-M713_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.03234
305,LBH041,/mnt/BACKUP_NAS05/ECDTM_repository/align/4-ZLBH041_M504-M704.deduplicated.bam,0.2334
306,LBH042,/mnt/BACKUP_NAS05/ECDTM_repository/align/5-ZLBH042_M505-M705.deduplicated.bam,0.2018
307,LBH045,/mnt/BACKUP_NAS05/ECDTM_repository/align/8-ZLBH045_M508-M708.deduplicated.bam,0.07986
308,LBH047,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-ZLBH047_M510-M710.deduplicated.bam,0.1342
309,LBH048,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZLBH048_M514-M714_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.07998
310,LBH049,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/14-ZLBH049_M514-M714sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.1628
311,LBH050,/mnt/BACKUP_NAS05/ECDTM_repository/align/3-ZLBH050_M515-M715_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.03836
312,LBH051,/mnt/BACKUP_NAS05/ECDTM_repository/align/4-ZLBH051_M516-M716_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0
313,LBH054,/mnt/BACKUP_NAS05/ECDTM_repo/Sub75_batch2/align/19-ZLBH054_M519-M719sub75b_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.125
314,LBH055,/mnt/BACKUP_NAS05/ECDTM_repository/align/20-ZLBH055_M520-M720.deduplicated.bam,0.0492
315,LBH056,/mnt/BACKUP_NAS05/ECDTM_repo/Sub75a/align/21-ZLBH056_M521-M721sub75a_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.0976
316,LBM001,/mnt/BACKUP_NAS05/ECDTM_repo/Sub75_batch2/align/1-ZLBM001_M501-M701sub75b_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.08035
317,LBM002,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/2-ZLBM002_M502-M702sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.0
318,LBM004,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZLBM004_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1491
319,LBM005,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-ZLBM005_M519-M719_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08715
320,LBM006,/mnt/BACKUP_NAS05/ECDTM_repo/Sub75a/align/2-ZLBM006_M520-M720sub75a_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.08168
321,LBM007,/mnt/BACKUP_NAS05/ECDTM_repository/align/5-ZLBM007_M505-M705_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.2354
322,LBM009,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-ZLBM009_M506-M706_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.195
323,LBM010,/mnt/BACKUP_NAS05/ECDTM_repository/align/7-ZLBM010_M507-M707_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.2622
324,LBM011,/mnt/BACKUP_NAS05/ECDTM_repository/align/8-ZLBM011_M508-M708_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1716
325,LBM015,/mnt/BACKUP_NAS05/ECDTM_repository/align/15-ZLBM015_M515-M715_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.2079
326,LBM016,/mnt/BACKUP_NAS05/ECDTM_repo/Sub75a/align/29-ZLBM016_M513-M713sub75a_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.1507
327,LBM018,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/30-ZLBM018_M514-M714sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.159
328,LBM021,/mnt/BACKUP_NAS05/ECDTM_repository/align/17-ZLBM021_M517-M717_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1701
329,LBM022,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBM022.deduplicated.bam,0.1416
330,LBM023,/mnt/BACKUP_NAS05/ECDTM_repository/align/3-ZLBM023_M521-M721_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.07966
331,LBM025,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/19-ZLBM025_M519-M719sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.2267
332,LBM028,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBM028.deduplicated.bam,0.1288
333,LBM030,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-ZLBM030_M501-M701_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1119
334,LBM031,/mnt/BACKUP_NAS05/ECDTM_repository/align/12-ZLBM031_M514-M714_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1012
335,LBM033,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBM033.deduplicated.bam,0.1117
336,LBM036,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-ZLBM036_M524-M724_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.09893
337,LBM037,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBM037.deduplicated.bam,0.217
338,LBM038,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBM038.deduplicated.bam,0.1283
339,LBM039,/mnt/BACKUP_NAS05/ECDTM_repository/align/13-ZLBM039_M517-M717_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.07862
340,LBM040,/mnt/BACKUP_NAS05/ECDTM_repository/align/14-ZLBM040_M518-M718_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.123
341,LBM043,/mnt/BACKUP_NAS05/ECDTM_repository/align/15-ZLBM043_M519-M719_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.135
342,LBM045,/mnt/BACKUP_NAS05/ECDTM_repository/align/3-ZLBM045_M503-M703_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1128
343,LBM047,/mnt/BACKUP_NAS05/ECDTM_repository/align/16-ZLBM047_M520-M720_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1263
344,LBM049,/mnt/BACKUP_NAS05/ECDTM_repository/align/4-ZLBM049_M504-M704_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05164
345,LBM050,/mnt/BACKUP_NAS05/ECDTM_repository/align/17-ZLBM050_M521-M721_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08709
346,LBM051,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-ZLBM051_M504-M704_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05479
347,LBM052,/mnt/BACKUP_NAS05/ECDTM_repository/align/18-ZLBM052_M522-M722_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1751
348,LBM053,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBM053.deduplicated.bam,0.2036
349,LBM054,/mnt/BACKUP_NAS05/ECDTM_repo/TestECD_20X/align/5-ZLBM054_M506-M706.deduplicated.bam,0.06797
350,LBM056,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/37-ZLBM056_M521-M721sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.2093
351,LBM057,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-ZLBM057_M507-M707_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.119
352,LBM058,/mnt/BACKUP_NAS05/ECDTM_repository/align/7-ZLBM058_M508-M708_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08281
353,LBM059,/mnt/BACKUP_NAS05/ECDTM_repository/align/19-ZLBM059_M523-M723_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08185
354,LBM060,/mnt/BACKUP_NAS05/ECDTM_repository/align/20-ZLBM060_M524-M724_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.09122
355,LBM061,/mnt/BACKUP_NAS05/ECDTM_repository/align/8-ZLBM061_M509-M709_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0
356,LBM063,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-ZLBM063_M509-M709_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.2181
357,LBM064,/mnt/BACKUP_NAS05/ECDTM_repository/align/7-ZLBM064_M510-M710_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08305
358,LBM065,/mnt/BACKUP_NAS05/ECDTM_repository/align/8-ZLBM065_M511-M711_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0
359,LBM067,/mnt/BACKUP_NAS05/ECDTM_repository/align/9-ZLBM067_M512-M712_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0594
360,LBM069,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-ZLBM069_M513-M713_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05956
361,LBM070,/mnt/BACKUP_NAS05/ECDTM_repository/align/LBM070.deduplicated.bam,0.1931
362,LBM072,/mnt/BACKUP_NAS05/ECDTM_repository/align/11-ZLBM072_M514-M714_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0
363,LBM073,/mnt/BACKUP_NAS05/ECDTM_repository/align/12-ZLBM073_M515-M715_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.06524
364,LBM074,/mnt/BACKUP_NAS05/ECDTM_repo/R5468/align/43-LBM074CT746T_M510-M710.deduplicated.bam,0.1681
365,LBM076,/mnt/BACKUP_NAS05/ECDTM_repo/R5468/align/44-LBM076CT746T_M511-M711.deduplicated.bam,0.3597
366,LBM078,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-ZLBM078ME97B_M519-M719_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.7822
367,LBM079,/mnt/BACKUP_NAS05/ECDTM_repository/align/15-ZLBM079_M520-M720_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.06481
368,LBM083,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/39-ZLBM083_M523-M723sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.3351
369,LBM084,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-ZLBM084_M511-M711_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1206
370,LBM087,/mnt/BACKUP_NAS05/ECDTM_repository/align/16-ZLBM087_M524-M724_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0
371,LBM088,/mnt/BACKUP_NAS05/ECDTM_repository/align/11-ZLBM088_M512-M712_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.1397
372,LBM095,/mnt/BACKUP_NAS05/ECDTM_repository/align/4-ZLBM095_M518-M718_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08666
373,LBM096,/mnt/BACKUP_NAS05/ECDTM_repo/Sub75a/align/5-ZLBM096_M521-M721sub75a_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.1006
374,LBM097,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-ZLBM097_M522-M722_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.04187
375,LBM098,/mnt/BACKUP_NAS05/ECDTM_repo/Sub75a/align/7-ZLBM098_M523-M723sub75a_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.05071
376,LBM105,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-ZLBM105_M501-M701_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.08162
377,LBM111,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZLBM111_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.09675
378,LBM113,/mnt/BACKUP_NAS05/ECDTM_repository/align/3-ZLBM113_M503-M703_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.03978
379,LBM119,/mnt/BACKUP_NAS05/ECDTM_repo/Sub50_batch3/align/2-ZLBM119_M506-M706sub50c_R1_trim50_bismark_bt2_pe.deduplicated.bam,0.07722
380,LBM124,/mnt/BACKUP_NAS05/ECDTM_repository/align/3-ZLBM124_M516-M716_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.03942
381,LBM126,/mnt/BACKUP_NAS05/ECDTM_repository/align/4-ZLBM126_M507-M707_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.06813
382,LBM127,/mnt/BACKUP_NAS05/ECDTM_repository/align/5-ZLBM127_M508-M708_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05375
383,LBM133,/mnt/BACKUP_NAS05/ECDTM_repository/align/19-ZLBM133ME105_M581-M781_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.04559
384,LBM135,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-ZLBM135ME81_M510-M710_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.06988
385,LBM137,/mnt/BACKUP_NAS05/ECDTM_repository/align/18-ZLBM137ME86_M506-M706_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.07422
386,LBM140,/mnt/BACKUP_NAS05/ECDTM_repository/align/11-ZLBM140ME81_M511-M711_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05159
387,LBM144,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-ZLBM144ME86_M513-M713_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.04079
388,LBM145,/mnt/BACKUP_NAS05/ECDTM_repository/align/19-ZLBM145ME86_M507-M707_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.2854
389,LBM147,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZLBM147ME86_M514-M714_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.04749
390,LBM149,/mnt/BACKUP_NAS05/ECDTM_repository/align/3-ZLBM149ME86_M515-M715_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.03756
391,LBM150,/mnt/BACKUP_NAS05/ECDTM_repository/align/4-ZLBM150ME86_M516-M716_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.06322
392,LBM151,/mnt/BACKUP_NAS05/ECDTM_repository/align/5-ZLBM151ME86_M517-M717_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.02817
393,LBM152,/mnt/BACKUP_NAS05/ECDTM_repository/align/6-ZLBM152ME86_M518-M718_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05988
394,LBM154,/mnt/BACKUP_NAS05/ECDTM_repository/align/7-ZLBM154ME86_M519-M719_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0493
395,LBM159,/mnt/BACKUP_NAS05/ECDTM_repository/align/8-ZLBM159ME86_M520-M720_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.07983
396,LBM161,/mnt/BACKUP_NAS05/ECDTM_repository/align/9-ZLBM161ME86_M521-M721_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05536
397,LBM164,/mnt/BACKUP_NAS05/ECDTM_repository/align/10-ZLBM164ME86_M522-M722_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.04294
398,LBM166,/mnt/BACKUP_NAS05/ECDTM_repository/align/11-ZLBM166ME86_M523-M723_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05749
399,LBM168,/mnt/BACKUP_NAS05/ECDTM_repository/align/12-ZLBM168ME86_M524-M724_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.0429
400,LBM169,/mnt/BACKUP_NAS05/ECDTM_repository/align/13-ZLBM169ME86_M501-M701_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05969
401,LBM171,/mnt/BACKUP_NAS05/ECDTM_repository/align/14-ZLBM171ME86_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.04591
402,LBM172,/mnt/BACKUP_NAS05/ECDTM_repo/R5468/align/41-LBM172CT746T_M508-M708.deduplicated.bam,0.1585
403,LBM173,/mnt/BACKUP_NAS05/ECDTM_repository/align/15-ZLBM173ME86_M503-M703_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.05632
404,LBM175,/mnt/BACKUP_NAS05/ECDTM_repository/align/16-ZLBM175ME86_M504-M704_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.03385
405,LBM187,/mnt/BACKUP_NAS05/ECDTM_repo/R5468/align/47-LBM187CT746T_M514-M714.deduplicated.bam,0.1092
406,LBM189,/mnt/BACKUP_NAS05/ECDTM_repository/align/22-ZLBM189ME86_M510-M710_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,0.07399
